sale_id,transaction_id,product_id,quantity,unit_price,unit_cost,discount_percent,reorder_level,region,customer_type,customer_name,payment_method,note,location_id
SAL000001,STRX000001,PRD0001,32,450,324,0,72,,,,,Online grocery dataset sales row; status=Discontinued; turnover=19,LOC001
SAL000446,STRX000446,PRD0446,96,100,72,0,75,,,,,Online grocery dataset sales row; status=Discontinued; turnover=38,LOC001
SAL000447,STRX000447,PRD0447,47,400,288,0,69,,,,,Online grocery dataset sales row; status=Active; turnover=35,LOC002
SAL000448,STRX000448,PRD0448,93,500,360,0,59,,,,,Online grocery dataset sales row; status=Discontinued; turnover=45,LOC003
SAL000449,STRX000449,PRD0449,47,600,432,0,79,,,,,Online grocery dataset sales row; status=Active; turnover=18,LOC004
SAL000450,STRX000450,PRD0450,39,150,108,0,81,,,,,Online grocery dataset sales row; status=Backordered; turnover=85,LOC005
SAL000451,STRX000451,PRD0451,39,300,216,0,41,,,,,Online grocery dataset sales row; status=Active; turnover=54,LOC001
SAL000452,STRX000452,PRD0452,59,550,396,0,62,,,,,Online grocery dataset sales row; status=Active; turnover=19,LOC002
SAL000453,STRX000453,PRD0453,23,300,216,0,72,,,,,Online grocery dataset sales row; status=Active; turnover=17,LOC003
SAL000454,STRX000454,PRD0454,54,1000,720,0,99,,,,,Online grocery dataset sales row; status=Discontinued; turnover=92,LOC004
SAL000455,STRX000455,PRD0455,62,170,122,0,50,,,,,Online grocery dataset sales row; status=Backordered; turnover=26,LOC005
SAL000456,STRX000456,PRD0456,90,400,288,0,87,,,,,Online grocery dataset sales row; status=Active; turnover=14,LOC001
SAL000457,STRX000457,PRD0457,50,80,57,0,33,,,,,Online grocery dataset sales row; status=Discontinued; turnover=35,LOC002
SAL000458,STRX000458,PRD0458,47,500,360,0,1,,,,,Online grocery dataset sales row; status=Active; turnover=79,LOC003
SAL000459,STRX000459,PRD0459,70,600,432,0,28,,,,,Online grocery dataset sales row; status=Discontinued; turnover=38,LOC004
SAL000460,STRX000460,PRD0460,79,200,144,0,61,,,,,Online grocery dataset sales row; status=Backordered; turnover=69,LOC005
SAL000461,STRX000461,PRD0461,69,410,295,0,12,,,,,Online grocery dataset sales row; status=Active; turnover=93,LOC001
SAL000462,STRX000462,PRD0462,90,480,345,0,82,,,,,Online grocery dataset sales row; status=Backordered; turnover=2,LOC002
SAL000463,STRX000463,PRD0463,34,250,180,0,96,,,,,Online grocery dataset sales row; status=Active; turnover=3,LOC003
SAL000464,STRX000464,PRD0464,96,1500,1080,0,48,,,,,Online grocery dataset sales row; status=Active; turnover=37,LOC004
SAL000465,STRX000465,PRD0465,48,750,540,0,26,,,,,Online grocery dataset sales row; status=Active; turnover=94,LOC005
SAL000466,STRX000466,PRD0466,56,900,648,0,53,,,,,Online grocery dataset sales row; status=Discontinued; turnover=14,LOC001
SAL000467,STRX000467,PRD0467,28,800,576,0,88,,,,,Online grocery dataset sales row; status=Backordered; turnover=18,LOC002
SAL000468,STRX000468,PRD0468,47,250,180,0,91,,,,,Online grocery dataset sales row; status=Discontinued; turnover=4,LOC003
SAL000469,STRX000469,PRD0469,76,500,360,0,50,,,,,Online grocery dataset sales row; status=Discontinued; turnover=35,LOC004
SAL000470,STRX000470,PRD0470,81,240,172,0,21,,,,,Online grocery dataset sales row; status=Active; turnover=8,LOC005
SAL000471,STRX000471,PRD0471,74,550,396,0,34,,,,,Online grocery dataset sales row; status=Backordered; turnover=70,LOC001
SAL000472,STRX000472,PRD0472,72,400,288,0,43,,,,,Online grocery dataset sales row; status=Active; turnover=64,LOC002
SAL000473,STRX000473,PRD0473,48,200,144,0,9,,,,,Online grocery dataset sales row; status=Discontinued; turnover=96,LOC003
SAL000474,STRX000474,PRD0474,43,2530,1821,0,27,,,,,Online grocery dataset sales row; status=Active; turnover=91,LOC004
SAL000475,STRX000475,PRD0475,27,1000,720,0,36,,,,,Online grocery dataset sales row; status=Discontinued; turnover=6,LOC005
SAL000476,STRX000476,PRD0476,51,250,180,0,3,,,,,Online grocery dataset sales row; status=Discontinued; turnover=87,LOC001
SAL000477,STRX000477,PRD0477,22,450,324,0,80,,,,,Online grocery dataset sales row; status=Discontinued; turnover=67,LOC002
SAL000478,STRX000478,PRD0478,30,250,180,0,66,,,,,Online grocery dataset sales row; status=Discontinued; turnover=6,LOC003
SAL000479,STRX000479,PRD0479,60,950,684,0,17,,,,,Online grocery dataset sales row; status=Active; turnover=20,LOC004
SAL000480,STRX000480,PRD0480,70,300,216,0,64,,,,,Online grocery dataset sales row; status=Discontinued; turnover=58,LOC005
SAL000481,STRX000481,PRD0481,83,300,216,0,58,,,,,Online grocery dataset sales row; status=Active; turnover=49,LOC001
SAL000482,STRX000482,PRD0482,37,200,144,0,10,,,,,Online grocery dataset sales row; status=Discontinued; turnover=11,LOC002
SAL000483,STRX000483,PRD0483,62,420,302,0,60,,,,,Online grocery dataset sales row; status=Backordered; turnover=3,LOC003
SAL000484,STRX000484,PRD0484,60,920,662,0,14,,,,,Online grocery dataset sales row; status=Backordered; turnover=72,LOC004
SAL000485,STRX000485,PRD0485,73,440,316,0,12,,,,,Online grocery dataset sales row; status=Backordered; turnover=20,LOC005
SAL000486,STRX000486,PRD0486,89,2500,1800,0,31,,,,,Online grocery dataset sales row; status=Backordered; turnover=100,LOC001
SAL000487,STRX000487,PRD0487,67,400,288,0,72,,,,,Online grocery dataset sales row; status=Active; turnover=63,LOC002
SAL000488,STRX000488,PRD0488,75,400,288,0,90,,,,,Online grocery dataset sales row; status=Backordered; turnover=19,LOC003
SAL000489,STRX000489,PRD0489,44,145,104,0,50,,,,,Online grocery dataset sales row; status=Active; turnover=19,LOC004
SAL000490,STRX000490,PRD0490,80,400,288,0,74,,,,,Online grocery dataset sales row; status=Backordered; turnover=26,LOC005
SAL000491,STRX000491,PRD0491,31,2000,1440,0,13,,,,,Online grocery dataset sales row; status=Backordered; turnover=28,LOC001
SAL000492,STRX000492,PRD0492,73,100,72,0,64,,,,,Online grocery dataset sales row; status=Active; turnover=38,LOC002
SAL000493,STRX000493,PRD0493,91,250,180,0,35,,,,,Online grocery dataset sales row; status=Backordered; turnover=71,LOC003
SAL000494,STRX000494,PRD0494,24,300,216,0,41,,,,,Online grocery dataset sales row; status=Discontinued; turnover=77,LOC004
SAL000495,STRX000495,PRD0495,49,175,126,0,83,,,,,Online grocery dataset sales row; status=Backordered; turnover=75,LOC005
SAL000496,STRX000496,PRD0496,49,650,468,0,34,,,,,Online grocery dataset sales row; status=Discontinued; turnover=96,LOC001
SAL000497,STRX000497,PRD0497,27,1000,720,0,49,,,,,Online grocery dataset sales row; status=Discontinued; turnover=37,LOC002
SAL000498,STRX000498,PRD0498,23,250,180,0,63,,,,,Online grocery dataset sales row; status=Backordered; turnover=46,LOC003
SAL000499,STRX000499,PRD0499,42,550,396,0,61,,,,,Online grocery dataset sales row; status=Backordered; turnover=18,LOC004
SAL000500,STRX000500,PRD0500,78,400,288,0,49,,,,,Online grocery dataset sales row; status=Discontinued; turnover=20,LOC005
SAL000501,STRX000501,PRD0501,68,800,576,0,89,,,,,Online grocery dataset sales row; status=Discontinued; turnover=93,LOC001
SAL000502,STRX000502,PRD0502,25,100,72,0,95,,,,,Online grocery dataset sales row; status=Backordered; turnover=23,LOC002
SAL000503,STRX000503,PRD0503,21,500,360,0,6,,,,,Online grocery dataset sales row; status=Active; turnover=58,LOC003
SAL000504,STRX000504,PRD0504,58,400,288,0,97,,,,,Online grocery dataset sales row; status=Discontinued; turnover=14,LOC004
SAL000505,STRX000505,PRD0505,62,700,504,0,17,,,,,Online grocery dataset sales row; status=Backordered; turnover=89,LOC005
SAL000506,STRX000506,PRD0506,90,200,144,0,76,,,,,Online grocery dataset sales row; status=Backordered; turnover=26,LOC001
SAL000507,STRX000507,PRD0507,25,350,252,0,25,,,,,Online grocery dataset sales row; status=Active; turnover=83,LOC002
SAL000508,STRX000508,PRD0508,38,200,144,0,32,,,,,Online grocery dataset sales row; status=Discontinued; turnover=61,LOC003
SAL000509,STRX000509,PRD0509,86,650,468,0,7,,,,,Online grocery dataset sales row; status=Discontinued; turnover=77,LOC004
SAL000510,STRX000510,PRD0510,76,245,176,0,22,,,,,Online grocery dataset sales row; status=Backordered; turnover=70,LOC005
SAL000511,STRX000511,PRD0511,34,1550,1116,0,23,,,,,Online grocery dataset sales row; status=Discontinued; turnover=68,LOC001
SAL000512,STRX000512,PRD0512,46,400,288,0,3,,,,,Online grocery dataset sales row; status=Discontinued; turnover=29,LOC002
SAL000513,STRX000513,PRD0513,96,300,216,0,91,,,,,Online grocery dataset sales row; status=Backordered; turnover=73,LOC003
SAL000514,STRX000514,PRD0514,24,950,684,0,8,,,,,Online grocery dataset sales row; status=Active; turnover=53,LOC004
SAL000515,STRX000515,PRD0515,61,230,165,0,51,,,,,Online grocery dataset sales row; status=Discontinued; turnover=4,LOC005
SAL000516,STRX000516,PRD0516,79,230,165,0,17,,,,,Online grocery dataset sales row; status=Backordered; turnover=75,LOC001
SAL000517,STRX000517,PRD0517,95,300,216,0,71,,,,,Online grocery dataset sales row; status=Discontinued; turnover=3,LOC002
SAL000518,STRX000518,PRD0518,48,240,172,0,3,,,,,Online grocery dataset sales row; status=Active; turnover=31,LOC003
SAL000519,STRX000519,PRD0519,22,250,180,0,21,,,,,Online grocery dataset sales row; status=Backordered; turnover=25,LOC004
SAL000520,STRX000520,PRD0520,81,1200,864,0,68,,,,,Online grocery dataset sales row; status=Backordered; turnover=26,LOC005
SAL000521,STRX000521,PRD0521,46,90,64,0,39,,,,,Online grocery dataset sales row; status=Backordered; turnover=46,LOC001
SAL000522,STRX000522,PRD0522,34,100,72,0,79,,,,,Online grocery dataset sales row; status=Active; turnover=12,LOC002
SAL000523,STRX000523,PRD0523,76,500,360,0,85,,,,,Online grocery dataset sales row; status=Active; turnover=89,LOC003
SAL000524,STRX000524,PRD0524,77,650,468,0,86,,,,,Online grocery dataset sales row; status=Active; turnover=57,LOC004
SAL000525,STRX000525,PRD0525,77,175,126,0,69,,,,,Online grocery dataset sales row; status=Discontinued; turnover=56,LOC005
SAL000526,STRX000526,PRD0526,89,410,295,0,24,,,,,Online grocery dataset sales row; status=Active; turnover=80,LOC001
SAL000527,STRX000527,PRD0527,46,3050,2196,0,9,,,,,Online grocery dataset sales row; status=Discontinued; turnover=32,LOC002
SAL000528,STRX000528,PRD0528,66,900,648,0,7,,,,,Online grocery dataset sales row; status=Active; turnover=71,LOC003
SAL000529,STRX000529,PRD0529,28,1200,864,0,91,,,,,Online grocery dataset sales row; status=Active; turnover=40,LOC004
SAL000530,STRX000530,PRD0530,34,550,396,0,45,,,,,Online grocery dataset sales row; status=Backordered; turnover=23,LOC005
SAL000531,STRX000531,PRD0531,57,890,640,0,28,,,,,Online grocery dataset sales row; status=Backordered; turnover=41,LOC001
SAL000532,STRX000532,PRD0532,54,440,316,0,67,,,,,Online grocery dataset sales row; status=Backordered; turnover=46,LOC002
SAL000533,STRX000533,PRD0533,63,2500,1800,0,78,,,,,Online grocery dataset sales row; status=Backordered; turnover=15,LOC003
SAL000534,STRX000534,PRD0534,88,620,446,0,46,,,,,Online grocery dataset sales row; status=Active; turnover=70,LOC004
SAL000535,STRX000535,PRD0535,62,1200,864,0,65,,,,,Online grocery dataset sales row; status=Active; turnover=47,LOC005
SAL000536,STRX000536,PRD0536,90,100,72,0,53,,,,,Online grocery dataset sales row; status=Backordered; turnover=89,LOC001
SAL000537,STRX000537,PRD0537,89,250,180,0,68,,,,,Online grocery dataset sales row; status=Backordered; turnover=24,LOC002
SAL000538,STRX000538,PRD0538,52,255,183,0,27,,,,,Online grocery dataset sales row; status=Discontinued; turnover=97,LOC003
SAL000539,STRX000539,PRD0539,100,2000,1440,0,10,,,,,Online grocery dataset sales row; status=Backordered; turnover=66,LOC004
SAL000540,STRX000540,PRD0540,88,350,252,0,7,,,,,Online grocery dataset sales row; status=Discontinued; turnover=96,LOC005
SAL000541,STRX000541,PRD0541,92,248,178,0,66,,,,,Online grocery dataset sales row; status=Backordered; turnover=72,LOC001
SAL000542,STRX000542,PRD0542,26,250,180,0,93,,,,,Online grocery dataset sales row; status=Backordered; turnover=44,LOC002
SAL000543,STRX000543,PRD0543,51,300,216,0,72,,,,,Online grocery dataset sales row; status=Active; turnover=41,LOC003
SAL000544,STRX000544,PRD0544,52,590,424,0,15,,,,,Online grocery dataset sales row; status=Backordered; turnover=81,LOC004
SAL000545,STRX000545,PRD0545,47,300,216,0,55,,,,,Online grocery dataset sales row; status=Backordered; turnover=59,LOC005
SAL000546,STRX000546,PRD0546,54,440,316,0,28,,,,,Online grocery dataset sales row; status=Discontinued; turnover=32,LOC001
SAL000547,STRX000547,PRD0547,56,600,432,0,55,,,,,Online grocery dataset sales row; status=Active; turnover=31,LOC002
SAL000548,STRX000548,PRD0548,51,650,468,0,84,,,,,Online grocery dataset sales row; status=Active; turnover=73,LOC003
SAL000549,STRX000549,PRD0549,37,250,180,0,15,,,,,Online grocery dataset sales row; status=Active; turnover=41,LOC004
SAL000550,STRX000550,PRD0550,58,475,342,0,19,,,,,Online grocery dataset sales row; status=Discontinued; turnover=27,LOC005
SAL000551,STRX000551,PRD0551,28,250,180,0,92,,,,,Online grocery dataset sales row; status=Active; turnover=71,LOC001
SAL000552,STRX000552,PRD0552,71,475,342,0,48,,,,,Online grocery dataset sales row; status=Backordered; turnover=65,LOC002
SAL000553,STRX000553,PRD0553,60,390,280,0,71,,,,,Online grocery dataset sales row; status=Active; turnover=67,LOC003
SAL000554,STRX000554,PRD0554,22,550,396,0,62,,,,,Online grocery dataset sales row; status=Backordered; turnover=38,LOC004
SAL000555,STRX000555,PRD0555,24,450,324,0,25,,,,,Online grocery dataset sales row; status=Backordered; turnover=77,LOC005
SAL000556,STRX000556,PRD0556,32,420,302,0,1,,,,,Online grocery dataset sales row; status=Discontinued; turnover=87,LOC001
SAL000557,STRX000557,PRD0557,73,400,288,0,8,,,,,Online grocery dataset sales row; status=Discontinued; turnover=64,LOC002
SAL000558,STRX000558,PRD0558,27,280,201,0,2,,,,,Online grocery dataset sales row; status=Discontinued; turnover=1,LOC003
SAL000559,STRX000559,PRD0559,35,500,360,0,96,,,,,Online grocery dataset sales row; status=Backordered; turnover=23,LOC004
SAL000560,STRX000560,PRD0560,36,2000,1440,0,36,,,,,Online grocery dataset sales row; status=Active; turnover=6,LOC005
SAL000561,STRX000561,PRD0561,58,150,108,0,97,,,,,Online grocery dataset sales row; status=Active; turnover=21,LOC001
SAL000562,STRX000562,PRD0562,38,950,684,0,47,,,,,Online grocery dataset sales row; status=Backordered; turnover=89,LOC002
SAL000563,STRX000563,PRD0563,90,1030,741,0,62,,,,,Online grocery dataset sales row; status=Backordered; turnover=94,LOC003
SAL000564,STRX000564,PRD0564,45,600,432,0,40,,,,,Online grocery dataset sales row; status=Backordered; turnover=86,LOC004
SAL000565,STRX000565,PRD0565,56,170,122,0,12,,,,,Online grocery dataset sales row; status=Backordered; turnover=31,LOC005
SAL000566,STRX000566,PRD0566,59,550,396,0,72,,,,,Online grocery dataset sales row; status=Active; turnover=8,LOC001
SAL000567,STRX000567,PRD0567,31,750,540,0,21,,,,,Online grocery dataset sales row; status=Discontinued; turnover=47,LOC002
SAL000568,STRX000568,PRD0568,96,80,57,0,94,,,,,Online grocery dataset sales row; status=Backordered; turnover=30,LOC003
SAL000569,STRX000569,PRD0569,57,300,216,0,62,,,,,Online grocery dataset sales row; status=Backordered; turnover=98,LOC004
SAL000570,STRX000570,PRD0570,34,250,180,0,16,,,,,Online grocery dataset sales row; status=Active; turnover=66,LOC005
SAL000571,STRX000571,PRD0571,50,500,360,0,21,,,,,Online grocery dataset sales row; status=Active; turnover=99,LOC001
SAL000572,STRX000572,PRD0572,64,250,180,0,54,,,,,Online grocery dataset sales row; status=Active; turnover=73,LOC002
SAL000573,STRX000573,PRD0573,30,100,72,0,61,,,,,Online grocery dataset sales row; status=Discontinued; turnover=100,LOC003
SAL000574,STRX000574,PRD0574,42,295,212,0,8,,,,,Online grocery dataset sales row; status=Active; turnover=66,LOC004
SAL000575,STRX000575,PRD0575,22,1000,720,0,89,,,,,Online grocery dataset sales row; status=Backordered; turnover=83,LOC005
SAL000576,STRX000576,PRD0576,70,500,360,0,29,,,,,Online grocery dataset sales row; status=Backordered; turnover=26,LOC001
SAL000577,STRX000577,PRD0577,71,800,576,0,34,,,,,Online grocery dataset sales row; status=Discontinued; turnover=17,LOC002
SAL000578,STRX000578,PRD0578,46,700,504,0,4,,,,,Online grocery dataset sales row; status=Active; turnover=92,LOC003
SAL000579,STRX000579,PRD0579,90,250,180,0,89,,,,,Online grocery dataset sales row; status=Discontinued; turnover=52,LOC004
SAL000580,STRX000580,PRD0580,82,300,216,0,17,,,,,Online grocery dataset sales row; status=Backordered; turnover=84,LOC005
SAL000581,STRX000581,PRD0581,25,250,180,0,29,,,,,Online grocery dataset sales row; status=Active; turnover=22,LOC001
SAL000582,STRX000582,PRD0582,62,500,360,0,3,,,,,Online grocery dataset sales row; status=Backordered; turnover=20,LOC002
SAL000583,STRX000583,PRD0583,85,250,180,0,31,,,,,Online grocery dataset sales row; status=Backordered; turnover=39,LOC003
SAL000584,STRX000584,PRD0584,33,1000,720,0,17,,,,,Online grocery dataset sales row; status=Active; turnover=20,LOC004
SAL000585,STRX000585,PRD0585,30,500,360,0,9,,,,,Online grocery dataset sales row; status=Backordered; turnover=68,LOC005
SAL000586,STRX000586,PRD0586,52,900,648,0,57,,,,,Online grocery dataset sales row; status=Discontinued; turnover=86,LOC001
SAL000587,STRX000587,PRD0587,82,600,432,0,1,,,,,Online grocery dataset sales row; status=Backordered; turnover=8,LOC002
SAL000588,STRX000588,PRD0588,95,1250,900,0,31,,,,,Online grocery dataset sales row; status=Active; turnover=61,LOC003
SAL000589,STRX000589,PRD0589,71,190,136,0,75,,,,,Online grocery dataset sales row; status=Discontinued; turnover=21,LOC004
SAL000590,STRX000590,PRD0590,87,500,360,0,83,,,,,Online grocery dataset sales row; status=Discontinued; turnover=10,LOC005
SAL000591,STRX000591,PRD0591,50,265,190,0,76,,,,,Online grocery dataset sales row; status=Backordered; turnover=50,LOC001
SAL000592,STRX000592,PRD0592,65,1000,720,0,75,,,,,Online grocery dataset sales row; status=Active; turnover=62,LOC002
SAL000593,STRX000593,PRD0593,52,500,360,0,59,,,,,Online grocery dataset sales row; status=Backordered; turnover=57,LOC003
SAL000594,STRX000594,PRD0594,26,500,360,0,6,,,,,Online grocery dataset sales row; status=Discontinued; turnover=71,LOC004
SAL000595,STRX000595,PRD0595,37,300,216,0,89,,,,,Online grocery dataset sales row; status=Active; turnover=48,LOC005
SAL000596,STRX000596,PRD0596,41,550,396,0,74,,,,,Online grocery dataset sales row; status=Discontinued; turnover=59,LOC001
SAL000597,STRX000597,PRD0597,54,650,468,0,78,,,,,Online grocery dataset sales row; status=Backordered; turnover=89,LOC002
SAL000598,STRX000598,PRD0598,57,290,208,0,58,,,,,Online grocery dataset sales row; status=Backordered; turnover=74,LOC003
SAL000599,STRX000599,PRD0599,69,600,432,0,17,,,,,Online grocery dataset sales row; status=Backordered; turnover=100,LOC004
SAL000600,STRX000600,PRD0600,49,400,288,0,52,,,,,Online grocery dataset sales row; status=Backordered; turnover=37,LOC005
SAL000601,STRX000601,PRD0601,53,570,410,0,91,,,,,Online grocery dataset sales row; status=Discontinued; turnover=87,LOC001
SAL000602,STRX000602,PRD0602,82,180,129,0,23,,,,,Online grocery dataset sales row; status=Backordered; turnover=61,LOC002
SAL000603,STRX000603,PRD0603,58,385,277,0,16,,,,,Online grocery dataset sales row; status=Backordered; turnover=36,LOC003
SAL000604,STRX000604,PRD0604,62,250,180,0,62,,,,,Online grocery dataset sales row; status=Backordered; turnover=45,LOC004
SAL000605,STRX000605,PRD0605,29,500,360,0,86,,,,,Online grocery dataset sales row; status=Discontinued; turnover=8,LOC005
SAL000606,STRX000606,PRD0606,42,800,576,0,25,,,,,Online grocery dataset sales row; status=Active; turnover=76,LOC001
SAL000607,STRX000607,PRD0607,78,250,180,0,25,,,,,Online grocery dataset sales row; status=Active; turnover=37,LOC002
SAL000608,STRX000608,PRD0608,25,200,144,0,72,,,,,Online grocery dataset sales row; status=Active; turnover=81,LOC003
SAL000609,STRX000609,PRD0609,35,1800,1296,0,34,,,,,Online grocery dataset sales row; status=Backordered; turnover=52,LOC004
SAL000610,STRX000610,PRD0610,46,250,180,0,80,,,,,Online grocery dataset sales row; status=Discontinued; turnover=54,LOC005
SAL000611,STRX000611,PRD0611,30,245,176,0,82,,,,,Online grocery dataset sales row; status=Discontinued; turnover=34,LOC001
SAL000612,STRX000612,PRD0612,42,1500,1080,0,28,,,,,Online grocery dataset sales row; status=Active; turnover=46,LOC002
SAL000613,STRX000613,PRD0613,49,80,57,0,61,,,,,Online grocery dataset sales row; status=Active; turnover=60,LOC003
SAL000614,STRX000614,PRD0614,64,425,306,0,10,,,,,Online grocery dataset sales row; status=Active; turnover=7,LOC004
SAL000615,STRX000615,PRD0615,100,20,14,0,17,,,,,Online grocery dataset sales row; status=Backordered; turnover=63,LOC005
SAL000616,STRX000616,PRD0616,42,450,324,0,32,,,,,Online grocery dataset sales row; status=Active; turnover=27,LOC001
SAL000617,STRX000617,PRD0617,65,400,288,0,62,,,,,Online grocery dataset sales row; status=Active; turnover=96,LOC002
SAL000618,STRX000618,PRD0618,29,430,309,0,11,,,,,Online grocery dataset sales row; status=Backordered; turnover=72,LOC003
SAL000619,STRX000619,PRD0619,29,450,324,0,87,,,,,Online grocery dataset sales row; status=Active; turnover=6,LOC004
SAL000620,STRX000620,PRD0620,59,550,396,0,68,,,,,Online grocery dataset sales row; status=Discontinued; turnover=16,LOC005
SAL000621,STRX000621,PRD0621,53,800,576,0,14,,,,,Online grocery dataset sales row; status=Active; turnover=33,LOC001
SAL000622,STRX000622,PRD0622,62,445,320,0,55,,,,,Online grocery dataset sales row; status=Active; turnover=89,LOC002
SAL000623,STRX000623,PRD0623,45,250,180,0,100,,,,,Online grocery dataset sales row; status=Discontinued; turnover=45,LOC003
SAL000624,STRX000624,PRD0624,39,150,108,0,72,,,,,Online grocery dataset sales row; status=Active; turnover=78,LOC004
SAL000625,STRX000625,PRD0625,27,710,511,0,82,,,,,Online grocery dataset sales row; status=Discontinued; turnover=67,LOC005
SAL000626,STRX000626,PRD0626,85,600,432,0,21,,,,,Online grocery dataset sales row; status=Backordered; turnover=17,LOC001
SAL000627,STRX000627,PRD0627,22,200,144,0,75,,,,,Online grocery dataset sales row; status=Active; turnover=46,LOC002
SAL000628,STRX000628,PRD0628,58,1399,1007,0,19,,,,,Online grocery dataset sales row; status=Active; turnover=90,LOC003
SAL000629,STRX000629,PRD0629,27,250,180,0,56,,,,,Online grocery dataset sales row; status=Backordered; turnover=51,LOC004
SAL000630,STRX000630,PRD0630,44,800,576,0,82,,,,,Online grocery dataset sales row; status=Active; turnover=57,LOC005
SAL000631,STRX000631,PRD0631,90,3000,2160,0,22,,,,,Online grocery dataset sales row; status=Active; turnover=11,LOC001
SAL000632,STRX000632,PRD0632,93,300,216,0,28,,,,,Online grocery dataset sales row; status=Active; turnover=69,LOC002
SAL000633,STRX000633,PRD0633,87,235,169,0,24,,,,,Online grocery dataset sales row; status=Backordered; turnover=36,LOC003
SAL000634,STRX000634,PRD0634,74,550,396,0,29,,,,,Online grocery dataset sales row; status=Discontinued; turnover=16,LOC004
SAL000635,STRX000635,PRD0635,38,1200,864,0,68,,,,,Online grocery dataset sales row; status=Active; turnover=51,LOC005
SAL000636,STRX000636,PRD0636,49,300,216,0,6,,,,,Online grocery dataset sales row; status=Active; turnover=9,LOC001
SAL000637,STRX000637,PRD0637,49,800,576,0,27,,,,,Online grocery dataset sales row; status=Active; turnover=58,LOC002
SAL000638,STRX000638,PRD0638,69,435,313,0,94,,,,,Online grocery dataset sales row; status=Backordered; turnover=40,LOC003
SAL000639,STRX000639,PRD0639,77,100,72,0,31,,,,,Online grocery dataset sales row; status=Backordered; turnover=16,LOC004
SAL000640,STRX000640,PRD0640,25,245,176,0,70,,,,,Online grocery dataset sales row; status=Backordered; turnover=39,LOC005
SAL000641,STRX000641,PRD0641,49,500,360,0,35,,,,,Online grocery dataset sales row; status=Discontinued; turnover=55,LOC001
SAL000642,STRX000642,PRD0642,20,580,417,0,57,,,,,Online grocery dataset sales row; status=Discontinued; turnover=100,LOC002
SAL000643,STRX000643,PRD0643,75,625,450,0,3,,,,,Online grocery dataset sales row; status=Backordered; turnover=46,LOC003
SAL000644,STRX000644,PRD0644,92,800,576,0,59,,,,,Online grocery dataset sales row; status=Active; turnover=49,LOC004
SAL000645,STRX000645,PRD0645,30,80,57,0,68,,,,,Online grocery dataset sales row; status=Discontinued; turnover=37,LOC005
SAL000646,STRX000646,PRD0646,23,430,309,0,16,,,,,Online grocery dataset sales row; status=Backordered; turnover=96,LOC001
SAL000647,STRX000647,PRD0647,99,400,288,0,60,,,,,Online grocery dataset sales row; status=Backordered; turnover=68,LOC002
SAL000648,STRX000648,PRD0648,72,500,360,0,78,,,,,Online grocery dataset sales row; status=Discontinued; turnover=84,LOC003
SAL000649,STRX000649,PRD0649,48,300,216,0,97,,,,,Online grocery dataset sales row; status=Active; turnover=100,LOC004
SAL000650,STRX000650,PRD0650,52,450,324,0,93,,,,,Online grocery dataset sales row; status=Backordered; turnover=31,LOC005
SAL000651,STRX000651,PRD0651,69,1200,864,0,10,,,,,Online grocery dataset sales row; status=Active; turnover=98,LOC001
SAL000652,STRX000652,PRD0652,42,245,176,0,1,,,,,Online grocery dataset sales row; status=Active; turnover=91,LOC002
SAL000653,STRX000653,PRD0653,52,90,64,0,1,,,,,Online grocery dataset sales row; status=Discontinued; turnover=19,LOC003
SAL000654,STRX000654,PRD0654,45,900,648,0,53,,,,,Online grocery dataset sales row; status=Discontinued; turnover=95,LOC004
SAL000655,STRX000655,PRD0655,33,20,14,0,58,,,,,Online grocery dataset sales row; status=Active; turnover=68,LOC005
SAL000656,STRX000656,PRD0656,53,250,180,0,47,,,,,Online grocery dataset sales row; status=Backordered; turnover=4,LOC001
SAL000657,STRX000657,PRD0657,28,2000,1440,0,63,,,,,Online grocery dataset sales row; status=Backordered; turnover=26,LOC002
SAL000658,STRX000658,PRD0658,69,400,288,0,25,,,,,Online grocery dataset sales row; status=Backordered; turnover=48,LOC003
SAL000659,STRX000659,PRD0659,64,180,129,0,86,,,,,Online grocery dataset sales row; status=Discontinued; turnover=34,LOC004
SAL000660,STRX000660,PRD0660,39,1200,864,0,3,,,,,Online grocery dataset sales row; status=Discontinued; turnover=28,LOC005
SAL000661,STRX000661,PRD0661,96,1500,1080,0,40,,,,,Online grocery dataset sales row; status=Discontinued; turnover=87,LOC001
SAL000662,STRX000662,PRD0662,80,350,252,0,51,,,,,Online grocery dataset sales row; status=Active; turnover=41,LOC002
SAL000663,STRX000663,PRD0663,80,150,108,0,54,,,,,Online grocery dataset sales row; status=Discontinued; turnover=10,LOC003
SAL000664,STRX000664,PRD0664,59,480,345,0,88,,,,,Online grocery dataset sales row; status=Backordered; turnover=79,LOC004
SAL000665,STRX000665,PRD0665,62,1000,720,0,77,,,,,Online grocery dataset sales row; status=Active; turnover=100,LOC005
SAL000666,STRX000666,PRD0666,22,175,126,0,83,,,,,Online grocery dataset sales row; status=Backordered; turnover=9,LOC001
SAL000667,STRX000667,PRD0667,29,255,183,0,98,,,,,Online grocery dataset sales row; status=Discontinued; turnover=34,LOC002
SAL000668,STRX000668,PRD0668,23,100,72,0,38,,,,,Online grocery dataset sales row; status=Active; turnover=18,LOC003
SAL000669,STRX000669,PRD0669,25,470,338,0,16,,,,,Online grocery dataset sales row; status=Backordered; turnover=96,LOC004
