purchase_id,product_id,quantity,unit_cost,supplier_id,transaction_id,note,location_id
PUR00474,PRD0474,58,1821,SUP474,PTRX00474,Online grocery dataset purchase row; last_order_date=6/27/2024,LOC004
PUR00475,PRD0475,81,720,SUP475,PTRX00475,Online grocery dataset purchase row; last_order_date=05-12-24,LOC005
PUR00476,PRD0476,49,180,SUP476,PTRX00476,Online grocery dataset purchase row; last_order_date=05-03-24,LOC001
PUR00477,PRD0477,80,324,SUP477,PTRX00477,Online grocery dataset purchase row; last_order_date=5/13/2024,LOC002
PUR00478,PRD0478,24,180,SUP478,PTRX00478,Online grocery dataset purchase row; last_order_date=02-04-25,LOC003
PUR00479,PRD0479,90,684,SUP479,PTRX00479,Online grocery dataset purchase row; last_order_date=08-07-24,LOC004
PUR00480,PRD0480,43,216,SUP480,PTRX00480,Online grocery dataset purchase row; last_order_date=11/30/2024,LOC005
PUR00481,PRD0481,78,216,SUP481,PTRX00481,Online grocery dataset purchase row; last_order_date=4/17/2024,LOC001
PUR00482,PRD0482,29,144,SUP482,PTRX00482,Online grocery dataset purchase row; last_order_date=06-07-24,LOC002
PUR00483,PRD0483,73,302,SUP483,PTRX00483,Online grocery dataset purchase row; last_order_date=11-08-24,LOC003
PUR00484,PRD0484,6,662,SUP484,PTRX00484,Online grocery dataset purchase row; last_order_date=12/19/2024,LOC004
PUR00485,PRD0485,43,316,SUP485,PTRX00485,Online grocery dataset purchase row; last_order_date=9/16/2024,LOC005
PUR00486,PRD0486,24,1800,SUP486,PTRX00486,Online grocery dataset purchase row; last_order_date=06-10-24,LOC001
PUR00487,PRD0487,6,288,SUP487,PTRX00487,Online grocery dataset purchase row; last_order_date=05-06-24,LOC002
PUR00488,PRD0488,77,288,SUP488,PTRX00488,Online grocery dataset purchase row; last_order_date=8/15/2024,LOC003
PUR00489,PRD0489,77,104,SUP489,PTRX00489,Online grocery dataset purchase row; last_order_date=8/30/2024,LOC004
PUR00490,PRD0490,87,288,SUP490,PTRX00490,Online grocery dataset purchase row; last_order_date=04-09-24,LOC005
PUR00491,PRD0491,15,1440,SUP491,PTRX00491,Online grocery dataset purchase row; last_order_date=5/21/2024,LOC001
PUR00492,PRD0492,86,72,SUP492,PTRX00492,Online grocery dataset purchase row; last_order_date=06-09-24,LOC002
PUR00493,PRD0493,14,180,SUP493,PTRX00493,Online grocery dataset purchase row; last_order_date=6/24/2024,LOC003
PUR00494,PRD0494,30,216,SUP494,PTRX00494,Online grocery dataset purchase row; last_order_date=1/13/2025,LOC004
PUR00495,PRD0495,13,126,SUP495,PTRX00495,Online grocery dataset purchase row; last_order_date=3/17/2024,LOC005
PUR00496,PRD0496,57,468,SUP496,PTRX00496,Online grocery dataset purchase row; last_order_date=01-12-25,LOC001
PUR00497,PRD0497,41,720,SUP497,PTRX00497,Online grocery dataset purchase row; last_order_date=10-08-24,LOC002
PUR00498,PRD0498,66,180,SUP498,PTRX00498,Online grocery dataset purchase row; last_order_date=1/24/2025,LOC003
PUR00499,PRD0499,77,396,SUP499,PTRX00499,Online grocery dataset purchase row; last_order_date=2/21/2025,LOC004
PUR00500,PRD0500,27,288,SUP500,PTRX00500,Online grocery dataset purchase row; last_order_date=11/24/2024,LOC005
PUR00501,PRD0501,41,576,SUP501,PTRX00501,Online grocery dataset purchase row; last_order_date=04-07-24,LOC001
PUR00502,PRD0502,49,72,SUP502,PTRX00502,Online grocery dataset purchase row; last_order_date=6/13/2024,LOC002
PUR00503,PRD0503,53,360,SUP503,PTRX00503,Online grocery dataset purchase row; last_order_date=4/29/2024,LOC003
PUR00504,PRD0504,44,288,SUP504,PTRX00504,Online grocery dataset purchase row; last_order_date=2/26/2024,LOC004
PUR00505,PRD0505,26,504,SUP505,PTRX00505,Online grocery dataset purchase row; last_order_date=07-07-24,LOC005
PUR00506,PRD0506,81,144,SUP506,PTRX00506,Online grocery dataset purchase row; last_order_date=6/17/2024,LOC001
PUR00507,PRD0507,16,252,SUP507,PTRX00507,Online grocery dataset purchase row; last_order_date=8/19/2024,LOC002
PUR00508,PRD0508,79,144,SUP508,PTRX00508,Online grocery dataset purchase row; last_order_date=2/16/2025,LOC003
PUR00509,PRD0509,58,468,SUP509,PTRX00509,Online grocery dataset purchase row; last_order_date=04-05-24,LOC004
PUR00510,PRD0510,74,176,SUP510,PTRX00510,Online grocery dataset purchase row; last_order_date=9/23/2024,LOC005
PUR00511,PRD0511,25,1116,SUP511,PTRX00511,Online grocery dataset purchase row; last_order_date=4/29/2024,LOC001
PUR00512,PRD0512,36,288,SUP512,PTRX00512,Online grocery dataset purchase row; last_order_date=1/25/2025,LOC002
PUR00513,PRD0513,68,216,SUP513,PTRX00513,Online grocery dataset purchase row; last_order_date=4/23/2024,LOC003
PUR00514,PRD0514,2,684,SUP514,PTRX00514,Online grocery dataset purchase row; last_order_date=11-08-24,LOC004
PUR00515,PRD0515,40,165,SUP515,PTRX00515,Online grocery dataset purchase row; last_order_date=05-04-24,LOC005
PUR00516,PRD0516,27,165,SUP516,PTRX00516,Online grocery dataset purchase row; last_order_date=6/18/2024,LOC001
PUR00517,PRD0517,86,216,SUP517,PTRX00517,Online grocery dataset purchase row; last_order_date=07-02-24,LOC002
PUR00518,PRD0518,82,172,SUP518,PTRX00518,Online grocery dataset purchase row; last_order_date=12-10-24,LOC003
PUR00519,PRD0519,31,180,SUP519,PTRX00519,Online grocery dataset purchase row; last_order_date=6/25/2024,LOC004
PUR00520,PRD0520,74,864,SUP520,PTRX00520,Online grocery dataset purchase row; last_order_date=11/26/2024,LOC005
PUR00521,PRD0521,98,64,SUP521,PTRX00521,Online grocery dataset purchase row; last_order_date=11-05-24,LOC001
PUR00522,PRD0522,95,72,SUP522,PTRX00522,Online grocery dataset purchase row; last_order_date=07-06-24,LOC002
PUR00523,PRD0523,74,360,SUP523,PTRX00523,Online grocery dataset purchase row; last_order_date=1/29/2025,LOC003
PUR00524,PRD0524,94,468,SUP524,PTRX00524,Online grocery dataset purchase row; last_order_date=04-12-24,LOC004
PUR00525,PRD0525,68,126,SUP525,PTRX00525,Online grocery dataset purchase row; last_order_date=11-05-24,LOC005
PUR00526,PRD0526,4,295,SUP526,PTRX00526,Online grocery dataset purchase row; last_order_date=12/21/2024,LOC001
PUR00527,PRD0527,12,2196,SUP527,PTRX00527,Online grocery dataset purchase row; last_order_date=2/22/2025,LOC002
PUR00528,PRD0528,63,648,SUP528,PTRX00528,Online grocery dataset purchase row; last_order_date=7/24/2024,LOC003
PUR00529,PRD0529,48,864,SUP529,PTRX00529,Online grocery dataset purchase row; last_order_date=07-10-24,LOC004
PUR00530,PRD0530,62,396,SUP530,PTRX00530,Online grocery dataset purchase row; last_order_date=01-12-25,LOC005
PUR00531,PRD0531,32,640,SUP531,PTRX00531,Online grocery dataset purchase row; last_order_date=6/25/2024,LOC001
PUR00532,PRD0532,46,316,SUP532,PTRX00532,Online grocery dataset purchase row; last_order_date=09-12-24,LOC002
PUR00533,PRD0533,61,1800,SUP533,PTRX00533,Online grocery dataset purchase row; last_order_date=10/27/2024,LOC003
PUR00534,PRD0534,38,446,SUP534,PTRX00534,Online grocery dataset purchase row; last_order_date=07-03-24,LOC004
PUR00535,PRD0535,76,864,SUP535,PTRX00535,Online grocery dataset purchase row; last_order_date=7/19/2024,LOC005
PUR00536,PRD0536,61,72,SUP536,PTRX00536,Online grocery dataset purchase row; last_order_date=7/17/2024,LOC001
PUR00537,PRD0537,68,180,SUP537,PTRX00537,Online grocery dataset purchase row; last_order_date=03-05-24,LOC002
PUR00538,PRD0538,73,183,SUP538,PTRX00538,Online grocery dataset purchase row; last_order_date=04-12-24,LOC003
PUR00539,PRD0539,74,1440,SUP539,PTRX00539,Online grocery dataset purchase row; last_order_date=10-02-24,LOC004
PUR00540,PRD0540,58,252,SUP540,PTRX00540,Online grocery dataset purchase row; last_order_date=08-05-24,LOC005
PUR00541,PRD0541,69,178,SUP541,PTRX00541,Online grocery dataset purchase row; last_order_date=3/28/2024,LOC001
PUR00542,PRD0542,57,180,SUP542,PTRX00542,Online grocery dataset purchase row; last_order_date=5/28/2024,LOC002
PUR00543,PRD0543,55,216,SUP543,PTRX00543,Online grocery dataset purchase row; last_order_date=05-12-24,LOC003
PUR00544,PRD0544,87,424,SUP544,PTRX00544,Online grocery dataset purchase row; last_order_date=6/30/2024,LOC004
PUR00545,PRD0545,39,216,SUP545,PTRX00545,Online grocery dataset purchase row; last_order_date=07-07-24,LOC005
PUR00546,PRD0546,29,316,SUP546,PTRX00546,Online grocery dataset purchase row; last_order_date=2/15/2025,LOC001
PUR00547,PRD0547,4,432,SUP547,PTRX00547,Online grocery dataset purchase row; last_order_date=7/28/2024,LOC002
PUR00548,PRD0548,15,468,SUP548,PTRX00548,Online grocery dataset purchase row; last_order_date=02-07-25,LOC003
PUR00549,PRD0549,27,180,SUP549,PTRX00549,Online grocery dataset purchase row; last_order_date=10-11-24,LOC004
PUR00550,PRD0550,74,342,SUP550,PTRX00550,Online grocery dataset purchase row; last_order_date=12-08-24,LOC005
PUR00551,PRD0551,26,180,SUP551,PTRX00551,Online grocery dataset purchase row; last_order_date=04-10-24,LOC001
PUR00552,PRD0552,82,342,SUP552,PTRX00552,Online grocery dataset purchase row; last_order_date=12/21/2024,LOC002
PUR00553,PRD0553,69,280,SUP553,PTRX00553,Online grocery dataset purchase row; last_order_date=6/14/2024,LOC003
PUR00554,PRD0554,2,396,SUP554,PTRX00554,Online grocery dataset purchase row; last_order_date=3/25/2024,LOC004
PUR00555,PRD0555,52,324,SUP555,PTRX00555,Online grocery dataset purchase row; last_order_date=5/23/2024,LOC005
PUR00556,PRD0556,60,302,SUP556,PTRX00556,Online grocery dataset purchase row; last_order_date=5/19/2024,LOC001
PUR00557,PRD0557,45,288,SUP557,PTRX00557,Online grocery dataset purchase row; last_order_date=9/27/2024,LOC002
PUR00558,PRD0558,16,201,SUP558,PTRX00558,Online grocery dataset purchase row; last_order_date=11/24/2024,LOC003
PUR00559,PRD0559,82,360,SUP559,PTRX00559,Online grocery dataset purchase row; last_order_date=1/14/2025,LOC004
PUR00560,PRD0560,97,1440,SUP560,PTRX00560,Online grocery dataset purchase row; last_order_date=5/26/2024,LOC005
PUR00561,PRD0561,28,108,SUP561,PTRX00561,Online grocery dataset purchase row; last_order_date=9/23/2024,LOC001
PUR00562,PRD0562,34,684,SUP562,PTRX00562,Online grocery dataset purchase row; last_order_date=10/31/2024,LOC002
PUR00563,PRD0563,57,741,SUP563,PTRX00563,Online grocery dataset purchase row; last_order_date=7/16/2024,LOC003
PUR00564,PRD0564,86,432,SUP564,PTRX00564,Online grocery dataset purchase row; last_order_date=11/16/2024,LOC004
PUR00565,PRD0565,82,122,SUP565,PTRX00565,Online grocery dataset purchase row; last_order_date=07-01-24,LOC005
PUR00566,PRD0566,39,396,SUP566,PTRX00566,Online grocery dataset purchase row; last_order_date=6/24/2024,LOC001
PUR00567,PRD0567,3,540,SUP567,PTRX00567,Online grocery dataset purchase row; last_order_date=08-10-24,LOC002
PUR00568,PRD0568,69,57,SUP568,PTRX00568,Online grocery dataset purchase row; last_order_date=03-12-24,LOC003
PUR00569,PRD0569,11,216,SUP569,PTRX00569,Online grocery dataset purchase row; last_order_date=12-01-24,LOC004
PUR00570,PRD0570,37,180,SUP570,PTRX00570,Online grocery dataset purchase row; last_order_date=05-09-24,LOC005
PUR00571,PRD0571,47,360,SUP571,PTRX00571,Online grocery dataset purchase row; last_order_date=01-01-25,LOC001
PUR00572,PRD0572,10,180,SUP572,PTRX00572,Online grocery dataset purchase row; last_order_date=10-02-24,LOC002
PUR00573,PRD0573,69,72,SUP573,PTRX00573,Online grocery dataset purchase row; last_order_date=02-03-25,LOC003
PUR00574,PRD0574,52,212,SUP574,PTRX00574,Online grocery dataset purchase row; last_order_date=12-10-24,LOC004
PUR00575,PRD0575,100,720,SUP575,PTRX00575,Online grocery dataset purchase row; last_order_date=04-06-24,LOC005
PUR00576,PRD0576,100,360,SUP576,PTRX00576,Online grocery dataset purchase row; last_order_date=9/27/2024,LOC001
PUR00577,PRD0577,57,576,SUP577,PTRX00577,Online grocery dataset purchase row; last_order_date=10/20/2024,LOC002
PUR00578,PRD0578,31,504,SUP578,PTRX00578,Online grocery dataset purchase row; last_order_date=01-12-25,LOC003
PUR00579,PRD0579,15,180,SUP579,PTRX00579,Online grocery dataset purchase row; last_order_date=6/20/2024,LOC004
PUR00580,PRD0580,17,216,SUP580,PTRX00580,Online grocery dataset purchase row; last_order_date=09-03-24,LOC005
PUR00581,PRD0581,57,180,SUP581,PTRX00581,Online grocery dataset purchase row; last_order_date=6/18/2024,LOC001
PUR00582,PRD0582,81,360,SUP582,PTRX00582,Online grocery dataset purchase row; last_order_date=2/25/2024,LOC002
PUR00583,PRD0583,18,180,SUP583,PTRX00583,Online grocery dataset purchase row; last_order_date=12/28/2024,LOC003
PUR00584,PRD0584,39,720,SUP584,PTRX00584,Online grocery dataset purchase row; last_order_date=07-11-24,LOC004
PUR00585,PRD0585,46,360,SUP585,PTRX00585,Online grocery dataset purchase row; last_order_date=5/19/2024,LOC005
PUR00586,PRD0586,78,648,SUP586,PTRX00586,Online grocery dataset purchase row; last_order_date=6/27/2024,LOC001
PUR00587,PRD0587,9,432,SUP587,PTRX00587,Online grocery dataset purchase row; last_order_date=04-05-24,LOC002
PUR00588,PRD0588,100,900,SUP588,PTRX00588,Online grocery dataset purchase row; last_order_date=3/16/2024,LOC003
PUR00589,PRD0589,78,136,SUP589,PTRX00589,Online grocery dataset purchase row; last_order_date=02-12-25,LOC004
PUR00590,PRD0590,74,360,SUP590,PTRX00590,Online grocery dataset purchase row; last_order_date=02-05-25,LOC005
PUR00591,PRD0591,47,190,SUP591,PTRX00591,Online grocery dataset purchase row; last_order_date=4/20/2024,LOC001
PUR00592,PRD0592,10,720,SUP592,PTRX00592,Online grocery dataset purchase row; last_order_date=1/25/2025,LOC002
PUR00593,PRD0593,12,360,SUP593,PTRX00593,Online grocery dataset purchase row; last_order_date=9/20/2024,LOC003
PUR00594,PRD0594,92,360,SUP594,PTRX00594,Online grocery dataset purchase row; last_order_date=1/20/2025,LOC004
PUR00595,PRD0595,65,216,SUP595,PTRX00595,Online grocery dataset purchase row; last_order_date=08-11-24,LOC005
PUR00596,PRD0596,100,396,SUP596,PTRX00596,Online grocery dataset purchase row; last_order_date=12-07-24,LOC001
PUR00597,PRD0597,97,468,SUP597,PTRX00597,Online grocery dataset purchase row; last_order_date=10/19/2024,LOC002
PUR00598,PRD0598,17,208,SUP598,PTRX00598,Online grocery dataset purchase row; last_order_date=07-05-24,LOC003
PUR00599,PRD0599,59,432,SUP599,PTRX00599,Online grocery dataset purchase row; last_order_date=3/27/2024,LOC004
PUR00600,PRD0600,80,288,SUP600,PTRX00600,Online grocery dataset purchase row; last_order_date=11-04-24,LOC005
PUR00601,PRD0601,94,410,SUP601,PTRX00601,Online grocery dataset purchase row; last_order_date=2/17/2025,LOC001
PUR00602,PRD0602,66,129,SUP602,PTRX00602,Online grocery dataset purchase row; last_order_date=05-12-24,LOC002
PUR00603,PRD0603,74,277,SUP603,PTRX00603,Online grocery dataset purchase row; last_order_date=10-08-24,LOC003
PUR00604,PRD0604,98,180,SUP604,PTRX00604,Online grocery dataset purchase row; last_order_date=3/21/2024,LOC004
PUR00605,PRD0605,69,360,SUP605,PTRX00605,Online grocery dataset purchase row; last_order_date=8/15/2024,LOC005
PUR00606,PRD0606,11,576,SUP606,PTRX00606,Online grocery dataset purchase row; last_order_date=07-12-24,LOC001
PUR00607,PRD0607,98,180,SUP607,PTRX00607,Online grocery dataset purchase row; last_order_date=2/25/2024,LOC002
PUR00608,PRD0608,71,144,SUP608,PTRX00608,Online grocery dataset purchase row; last_order_date=08-12-24,LOC003
PUR00609,PRD0609,89,1296,SUP609,PTRX00609,Online grocery dataset purchase row; last_order_date=2/27/2024,LOC004
PUR00610,PRD0610,68,180,SUP610,PTRX00610,Online grocery dataset purchase row; last_order_date=08-06-24,LOC005
PUR00611,PRD0611,69,176,SUP611,PTRX00611,Online grocery dataset purchase row; last_order_date=3/25/2024,LOC001
PUR00612,PRD0612,4,1080,SUP612,PTRX00612,Online grocery dataset purchase row; last_order_date=9/20/2024,LOC002
PUR00613,PRD0613,6,57,SUP613,PTRX00613,Online grocery dataset purchase row; last_order_date=10-06-24,LOC003
PUR00614,PRD0614,53,306,SUP614,PTRX00614,Online grocery dataset purchase row; last_order_date=10/26/2024,LOC004
PUR00615,PRD0615,70,14,SUP615,PTRX00615,Online grocery dataset purchase row; last_order_date=12/23/2024,LOC005
PUR00616,PRD0616,22,324,SUP616,PTRX00616,Online grocery dataset purchase row; last_order_date=11-02-24,LOC001
PUR00617,PRD0617,6,288,SUP617,PTRX00617,Online grocery dataset purchase row; last_order_date=1/13/2025,LOC002
PUR00618,PRD0618,29,309,SUP618,PTRX00618,Online grocery dataset purchase row; last_order_date=10-08-24,LOC003
PUR00619,PRD0619,64,324,SUP619,PTRX00619,Online grocery dataset purchase row; last_order_date=06-08-24,LOC004
PUR00620,PRD0620,1,396,SUP620,PTRX00620,Online grocery dataset purchase row; last_order_date=2/25/2024,LOC005
PUR00621,PRD0621,44,576,SUP621,PTRX00621,Online grocery dataset purchase row; last_order_date=5/16/2024,LOC001
PUR00622,PRD0622,5,320,SUP622,PTRX00622,Online grocery dataset purchase row; last_order_date=4/17/2024,LOC002
PUR00623,PRD0623,13,180,SUP623,PTRX00623,Online grocery dataset purchase row; last_order_date=9/18/2024,LOC003
PUR00624,PRD0624,68,108,SUP624,PTRX00624,Online grocery dataset purchase row; last_order_date=6/26/2024,LOC004
PUR00625,PRD0625,85,511,SUP625,PTRX00625,Online grocery dataset purchase row; last_order_date=3/29/2024,LOC005
PUR00626,PRD0626,4,432,SUP626,PTRX00626,Online grocery dataset purchase row; last_order_date=6/27/2024,LOC001
PUR00627,PRD0627,42,144,SUP627,PTRX00627,Online grocery dataset purchase row; last_order_date=3/21/2024,LOC002
PUR00628,PRD0628,18,1007,SUP628,PTRX00628,Online grocery dataset purchase row; last_order_date=7/18/2024,LOC003
PUR00629,PRD0629,74,180,SUP629,PTRX00629,Online grocery dataset purchase row; last_order_date=7/30/2024,LOC004
PUR00630,PRD0630,59,576,SUP630,PTRX00630,Online grocery dataset purchase row; last_order_date=11/20/2024,LOC005
PUR00631,PRD0631,98,2160,SUP631,PTRX00631,Online grocery dataset purchase row; last_order_date=10-02-24,LOC001
PUR00632,PRD0632,76,216,SUP632,PTRX00632,Online grocery dataset purchase row; last_order_date=02-04-25,LOC002
PUR00633,PRD0633,2,169,SUP633,PTRX00633,Online grocery dataset purchase row; last_order_date=09-11-24,LOC003
PUR00634,PRD0634,100,396,SUP634,PTRX00634,Online grocery dataset purchase row; last_order_date=11/29/2024,LOC004
PUR00635,PRD0635,20,864,SUP635,PTRX00635,Online grocery dataset purchase row; last_order_date=07-04-24,LOC005
PUR00636,PRD0636,88,216,SUP636,PTRX00636,Online grocery dataset purchase row; last_order_date=7/16/2024,LOC001
PUR00637,PRD0637,35,576,SUP637,PTRX00637,Online grocery dataset purchase row; last_order_date=1/31/2025,LOC002
PUR00638,PRD0638,7,313,SUP638,PTRX00638,Online grocery dataset purchase row; last_order_date=11-03-24,LOC003
PUR00639,PRD0639,18,72,SUP639,PTRX00639,Online grocery dataset purchase row; last_order_date=11/21/2024,LOC004
PUR00640,PRD0640,98,176,SUP640,PTRX00640,Online grocery dataset purchase row; last_order_date=7/27/2024,LOC005
PUR00641,PRD0641,19,360,SUP641,PTRX00641,Online grocery dataset purchase row; last_order_date=10-08-24,LOC001
PUR00642,PRD0642,11,417,SUP642,PTRX00642,Online grocery dataset purchase row; last_order_date=12/23/2024,LOC002
PUR00643,PRD0643,7,450,SUP643,PTRX00643,Online grocery dataset purchase row; last_order_date=10/31/2024,LOC003
PUR00644,PRD0644,54,576,SUP644,PTRX00644,Online grocery dataset purchase row; last_order_date=11/24/2024,LOC004
PUR00645,PRD0645,71,57,SUP645,PTRX00645,Online grocery dataset purchase row; last_order_date=03-11-24,LOC005
PUR00646,PRD0646,69,309,SUP646,PTRX00646,Online grocery dataset purchase row; last_order_date=08-04-24,LOC001
PUR00647,PRD0647,27,288,SUP647,PTRX00647,Online grocery dataset purchase row; last_order_date=5/22/2024,LOC002
PUR00648,PRD0648,90,360,SUP648,PTRX00648,Online grocery dataset purchase row; last_order_date=4/15/2024,LOC003
PUR00649,PRD0649,91,216,SUP649,PTRX00649,Online grocery dataset purchase row; last_order_date=8/20/2024,LOC004
PUR00650,PRD0650,15,324,SUP650,PTRX00650,Online grocery dataset purchase row; last_order_date=05-01-24,LOC005
PUR00651,PRD0651,88,864,SUP651,PTRX00651,Online grocery dataset purchase row; last_order_date=12-05-24,LOC001
PUR00652,PRD0652,42,176,SUP652,PTRX00652,Online grocery dataset purchase row; last_order_date=8/27/2024,LOC002
PUR00653,PRD0653,40,64,SUP653,PTRX00653,Online grocery dataset purchase row; last_order_date=01-11-25,LOC003
PUR00654,PRD0654,12,648,SUP654,PTRX00654,Online grocery dataset purchase row; last_order_date=5/29/2024,LOC004
PUR00655,PRD0655,2,14,SUP655,PTRX00655,Online grocery dataset purchase row; last_order_date=6/28/2024,LOC005
PUR00656,PRD0656,6,180,SUP656,PTRX00656,Online grocery dataset purchase row; last_order_date=08-11-24,LOC001
PUR00657,PRD0657,41,1440,SUP657,PTRX00657,Online grocery dataset purchase row; last_order_date=01-07-25,LOC002
PUR00658,PRD0658,87,288,SUP658,PTRX00658,Online grocery dataset purchase row; last_order_date=03-02-24,LOC003
PUR00659,PRD0659,20,129,SUP659,PTRX00659,Online grocery dataset purchase row; last_order_date=12-04-24,LOC004
PUR00660,PRD0660,45,864,SUP660,PTRX00660,Online grocery dataset purchase row; last_order_date=4/22/2024,LOC005
PUR00661,PRD0661,29,1080,SUP661,PTRX00661,Online grocery dataset purchase row; last_order_date=6/24/2024,LOC001
PUR00662,PRD0662,33,252,SUP662,PTRX00662,Online grocery dataset purchase row; last_order_date=1/24/2025,LOC002
PUR00663,PRD0663,71,108,SUP663,PTRX00663,Online grocery dataset purchase row; last_order_date=8/14/2024,LOC003
PUR00664,PRD0664,20,345,SUP664,PTRX00664,Online grocery dataset purchase row; last_order_date=12-08-24,LOC004
PUR00665,PRD0665,66,720,SUP665,PTRX00665,Online grocery dataset purchase row; last_order_date=2/16/2025,LOC005
PUR00666,PRD0666,93,126,SUP666,PTRX00666,Online grocery dataset purchase row; last_order_date=6/28/2024,LOC001
PUR00667,PRD0667,89,183,SUP667,PTRX00667,Online grocery dataset purchase row; last_order_date=04-09-24,LOC002
PUR00668,PRD0668,77,72,SUP668,PTRX00668,Online grocery dataset purchase row; last_order_date=02-12-25,LOC003
PUR00669,PRD0669,37,338,SUP669,PTRX00669,Online grocery dataset purchase row; last_order_date=12-04-24,LOC004
PUR00670,PRD0670,71,180,SUP670,PTRX00670,Online grocery dataset purchase row; last_order_date=5/17/2024,LOC005
PUR00671,PRD0671,25,720,SUP671,PTRX00671,Online grocery dataset purchase row; last_order_date=11/17/2024,LOC001
PUR00672,PRD0672,61,180,SUP672,PTRX00672,Online grocery dataset purchase row; last_order_date=9/29/2024,LOC002
PUR00673,PRD0673,33,129,SUP673,PTRX00673,Online grocery dataset purchase row; last_order_date=1/17/2025,LOC003
PUR00674,PRD0674,100,180,SUP674,PTRX00674,Online grocery dataset purchase row; last_order_date=06-05-24,LOC004
PUR00675,PRD0675,48,72,SUP675,PTRX00675,Online grocery dataset purchase row; last_order_date=12/20/2024,LOC005
PUR00676,PRD0676,49,374,SUP676,PTRX00676,Online grocery dataset purchase row; last_order_date=12-12-24,LOC001
PUR00677,PRD0677,81,360,SUP677,PTRX00677,Online grocery dataset purchase row; last_order_date=6/25/2024,LOC002
PUR00678,PRD0678,40,180,SUP678,PTRX00678,Online grocery dataset purchase row; last_order_date=12/19/2024,LOC003
PUR00679,PRD0679,67,720,SUP679,PTRX00679,Online grocery dataset purchase row; last_order_date=06-05-24,LOC004
PUR00680,PRD0680,3,720,SUP680,PTRX00680,Online grocery dataset purchase row; last_order_date=1/21/2025,LOC005
PUR00681,PRD0681,11,216,SUP681,PTRX00681,Online grocery dataset purchase row; last_order_date=05-05-24,LOC001
PUR00682,PRD0682,15,432,SUP682,PTRX00682,Online grocery dataset purchase row; last_order_date=1/25/2025,LOC002
PUR00683,PRD0683,45,180,SUP683,PTRX00683,Online grocery dataset purchase row; last_order_date=2/29/2024,LOC003
PUR00684,PRD0684,36,108,SUP684,PTRX00684,Online grocery dataset purchase row; last_order_date=07-08-24,LOC004
PUR00685,PRD0685,54,180,SUP685,PTRX00685,Online grocery dataset purchase row; last_order_date=03-06-24,LOC005
PUR00686,PRD0686,68,4791,SUP686,PTRX00686,Online grocery dataset purchase row; last_order_date=11/26/2024,LOC001
PUR00687,PRD0687,32,180,SUP687,PTRX00687,Online grocery dataset purchase row; last_order_date=10-04-24,LOC002
PUR00688,PRD0688,3,295,SUP688,PTRX00688,Online grocery dataset purchase row; last_order_date=7/26/2024,LOC003
PUR00689,PRD0689,51,684,SUP689,PTRX00689,Online grocery dataset purchase row; last_order_date=2/16/2025,LOC004
PUR00690,PRD0690,86,288,SUP690,PTRX00690,Online grocery dataset purchase row; last_order_date=2/13/2025,LOC005
PUR00691,PRD0691,73,342,SUP691,PTRX00691,Online grocery dataset purchase row; last_order_date=07-02-24,LOC001
PUR00692,PRD0692,11,504,SUP692,PTRX00692,Online grocery dataset purchase row; last_order_date=4/23/2024,LOC002
PUR00693,PRD0693,88,504,SUP693,PTRX00693,Online grocery dataset purchase row; last_order_date=06-07-24,LOC003
PUR00694,PRD0694,36,129,SUP694,PTRX00694,Online grocery dataset purchase row; last_order_date=04-10-24,LOC004
PUR00695,PRD0695,96,324,SUP695,PTRX00695,Online grocery dataset purchase row; last_order_date=02-09-25,LOC005
PUR00696,PRD0696,28,144,SUP696,PTRX00696,Online grocery dataset purchase row; last_order_date=04-01-24,LOC001
PUR00697,PRD0697,21,468,SUP697,PTRX00697,Online grocery dataset purchase row; last_order_date=7/24/2024,LOC002
PUR00698,PRD0698,75,180,SUP698,PTRX00698,Online grocery dataset purchase row; last_order_date=10/31/2024,LOC003
PUR00699,PRD0699,37,324,SUP699,PTRX00699,Online grocery dataset purchase row; last_order_date=2/27/2024,LOC004
PUR00700,PRD0700,23,3065,SUP700,PTRX00700,Online grocery dataset purchase row; last_order_date=12/15/2024,LOC005
PUR00701,PRD0701,38,180,SUP701,PTRX00701,Online grocery dataset purchase row; last_order_date=5/29/2024,LOC001
PUR00702,PRD0702,4,180,SUP702,PTRX00702,Online grocery dataset purchase row; last_order_date=1/30/2025,LOC002
PUR00703,PRD0703,68,144,SUP703,PTRX00703,Online grocery dataset purchase row; last_order_date=10-03-24,LOC003
PUR00704,PRD0704,24,14,SUP704,PTRX00704,Online grocery dataset purchase row; last_order_date=10/26/2024,LOC004
PUR00705,PRD0705,32,144,SUP705,PTRX00705,Online grocery dataset purchase row; last_order_date=1/16/2025,LOC005
PUR00706,PRD0706,24,342,SUP706,PTRX00706,Online grocery dataset purchase row; last_order_date=10/29/2024,LOC001
PUR00707,PRD0707,45,720,SUP707,PTRX00707,Online grocery dataset purchase row; last_order_date=6/25/2024,LOC002
PUR00708,PRD0708,6,518,SUP708,PTRX00708,Online grocery dataset purchase row; last_order_date=07-12-24,LOC003
PUR00709,PRD0709,67,198,SUP709,PTRX00709,Online grocery dataset purchase row; last_order_date=07-07-24,LOC004
PUR00710,PRD0710,28,1080,SUP710,PTRX00710,Online grocery dataset purchase row; last_order_date=06-08-24,LOC005
PUR00711,PRD0711,36,1800,SUP711,PTRX00711,Online grocery dataset purchase row; last_order_date=01-07-25,LOC001
